name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Pythonidium metallicum	|	5268475	|	synonym	|	Pythonidium metallicum (synonym for Archaeplastida)	|	gbif:6	|	
Donacia parvula	|	5268475	|	synonym	|	Donacia parvula (synonym for Archaeplastida)	|	gbif:6	|	
Elytridium	|	5268475	|	synonym	|	Elytridium (synonym for Archaeplastida)	|	gbif:6	|	
Curculionites thoracicus	|	5268475	|	synonym	|	Curculionites thoracicus (synonym for Archaeplastida)	|	gbif:6	|	
Ctenostematopteryx minor	|	5268475	|	synonym	|	Ctenostematopteryx minor (synonym for Archaeplastida)	|	gbif:6	|	
Phytoptus antiquus	|	5268475	|	synonym	|	Phytoptus antiquus (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites simplex	|	5268475	|	synonym	|	Euphemerites simplex (synonym for Archaeplastida)	|	gbif:6	|	
Chrysomelites lindhageni	|	5268475	|	synonym	|	Chrysomelites lindhageni (synonym for Archaeplastida)	|	gbif:6	|	
Elytridium deplanatum	|	5268475	|	synonym	|	Elytridium deplanatum (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites affinis	|	5268475	|	synonym	|	Euphemerites affinis (synonym for Archaeplastida)	|	gbif:6	|	
Laccophilus parvulus	|	5268475	|	synonym	|	Laccophilus parvulus (synonym for Archaeplastida)	|	gbif:6	|	
Rhabdotarachnoides simoni	|	5268475	|	synonym	|	Rhabdotarachnoides simoni (synonym for Archaeplastida)	|	gbif:6	|	
Chrysomelites thulensis	|	5268475	|	synonym	|	Chrysomelites thulensis (synonym for Archaeplastida)	|	gbif:6	|	
Euphemerites gigas	|	5268475	|	synonym	|	Euphemerites gigas (synonym for Archaeplastida)	|	gbif:6	|	
Archelytron	|	5268475	|	synonym	|	Archelytron (synonym for Archaeplastida)	|	gbif:6	|	
Pythonidium	|	5268475	|	synonym	|	Pythonidium (synonym for Archaeplastida)	|	gbif:6	|	
Silpha deplanata	|	5268475	|	synonym	|	Silpha deplanata (synonym for Archaeplastida)	|	gbif:6	|	
Hydrobius nauckhoffi	|	5268475	|	synonym	|	Hydrobius nauckhoffi (synonym for Archaeplastida)	|	gbif:6	|	
Rhabdotarachnoides	|	5268475	|	synonym	|	Rhabdotarachnoides (synonym for Archaeplastida)	|	gbif:6	|	
Diatomea	|	5342311	|	synonym	|	Diatomea (synonym for Bacillariophyta)	|	silva:M87325/#4,ncbi:2836	|	
Diatomeae	|	5342311	|	synonym	|	Diatomeae (synonym for Bacillariophyta)	|	ncbi:2836,gbif:7947184	|	
Diatomophyceae	|	5342311	|	synonym	|	Diatomophyceae (synonym for Bacillariophyta)	|	ncbi:2836,gbif:7947184	|	
Bacillariophyceae	|	5342311	|	synonym	|	Bacillariophyceae (synonym for Bacillariophyta)	|	gbif:7947184	|	
Fragilariophyceae	|	5342311	|	synonym	|	Fragilariophyceae (synonym for Bacillariophyta)	|	gbif:7947184	|	
Lissamphibia	|	544595	|	includes	|	Lissamphibia (synonym for Amphibia)	|	ncbi:8292	|	
Hepaticae	|	56601	|	synonym	|	Hepaticae (synonym for Marchantiophyta)	|	ncbi:3195,gbif:9	|	
Hepaticopsida	|	56601	|	synonym	|	Hepaticopsida (synonym for Marchantiophyta)	|	ncbi:3195,irmng:1179	|	
Hepatophyta	|	56601	|	synonym	|	Hepatophyta (synonym for Marchantiophyta)	|	gbif:9	|	
Asteranae	|	596121	|	includes	|	Asteranae (synonym for campanulids)	|	ncbi:91882	|	
euasterids II	|	596121	|	synonym	|	euasterids II (synonym for campanulids)	|	ncbi:91882	|	
Geracus tubifer	|	632179	|	synonym	|	Geracus tubifer (synonym for Arthropoda)	|	gbif:54	|	
Blattina splendens	|	632179	|	synonym	|	Blattina splendens (synonym for Arthropoda)	|	gbif:54	|	
Kounicia	|	632179	|	synonym	|	Kounicia (synonym for Arthropoda)	|	gbif:54	|	
Basidiomycotina	|	634628	|	synonym	|	Basidiomycotina (synonym for Basidiomycota)	|	worms:21890	|	
Articulata	|	681832	|	includes	|	Articulata (synonym for Rhynchonelliformea)	|	ncbi:115369,irmng:1139	|	
Animalia	|	691846	|	synonym	|	Animalia (synonym for Metazoa)	|	silva:D14357/#4,ncbi:33208,worms:2,gbif:1,irmng:11	|	
CV1-B1-93	|	755852	|	proparte synonym	|	CV1-B1-93 (synonym for Centrohelida)	|	silva:AB505554/#2	|	
H1-10	|	755852	|	proparte synonym	|	H1-10 (synonym for Centrohelida)	|	silva:AB505554/#2	|	
H26-1	|	755852	|	proparte synonym	|	H26-1 (synonym for Centrohelida)	|	silva:AB505554/#2	|	
M1-18D08	|	755852	|	proparte synonym	|	M1-18D08 (synonym for Centrohelida)	|	silva:AB505554/#2	|	
Centroheliozoa	|	755852	|	synonym	|	Centroheliozoa (synonym for Centrohelida)	|	ncbi:193537	|	
all	|	805080	|	synonym	|	all (synonym for life)	|	ncbi:1	|	
Biota	|	805080	|	synonym	|	Biota (synonym for life)	|	worms:1	|	
Protopelargus meyeri	|	81461	|	synonym	|	Protopelargus meyeri (synonym for Aves)	|	gbif:212	|	
Palaeocursornis biharicus	|	81461	|	synonym	|	Palaeocursornis biharicus (synonym for Aves)	|	gbif:212	|	
Patagonichnornis	|	81461	|	synonym	|	Patagonichnornis (synonym for Aves)	|	gbif:212	|	
Eupterornis remensis	|	81461	|	synonym	|	Eupterornis remensis (synonym for Aves)	|	gbif:212	|	
Proherodius oweni	|	81461	|	synonym	|	Proherodius oweni (synonym for Aves)	|	gbif:212	|	
Tantaleus brecciensis	|	81461	|	synonym	|	Tantaleus brecciensis (synonym for Aves)	|	gbif:212	|	
GAL08	|	844192	|	proparte synonym	|	GAL08 (synonym for Bacteria)	|	silva:A16379/#1	|	
GOUTA4	|	844192	|	proparte synonym	|	GOUTA4 (synonym for Bacteria)	|	silva:A16379/#1	|	
JL-ETNP-Z39	|	844192	|	proparte synonym	|	JL-ETNP-Z39 (synonym for Bacteria)	|	silva:A16379/#1	|	
Kazan-3B-28	|	844192	|	proparte synonym	|	Kazan-3B-28 (synonym for Bacteria)	|	silva:A16379/#1	|	
LD1-PA38	|	844192	|	proparte synonym	|	LD1-PA38 (synonym for Bacteria)	|	silva:A16379/#1	|	
MVP-21	|	844192	|	proparte synonym	|	MVP-21 (synonym for Bacteria)	|	silva:A16379/#1	|	
NPL-UPA2	|	844192	|	proparte synonym	|	NPL-UPA2 (synonym for Bacteria)	|	silva:A16379/#1	|	
OC31	|	844192	|	proparte synonym	|	OC31 (synonym for Bacteria)	|	silva:A16379/#1	|	
RsaHF231	|	844192	|	proparte synonym	|	RsaHF231 (synonym for Bacteria)	|	silva:A16379/#1	|	
S2R-29	|	844192	|	proparte synonym	|	S2R-29 (synonym for Bacteria)	|	silva:A16379/#1	|	
SBYG-2791	|	844192	|	proparte synonym	|	SBYG-2791 (synonym for Bacteria)	|	silva:A16379/#1	|	
SM2F11	|	844192	|	proparte synonym	|	SM2F11 (synonym for Bacteria)	|	silva:A16379/#1	|	
WCHB1-60	|	844192	|	proparte synonym	|	WCHB1-60 (synonym for Bacteria)	|	silva:A16379/#1	|	
not Bacteria Haeckel 1894	|	844192	|	synonym	|	not Bacteria Haeckel 1894 (synonym for Bacteria)	|	ncbi:2	|	
Monera	|	844192	|	alternate representation	|	Monera (synonym for Bacteria)	|	worms:6	|	
core eudicots	|	853757	|	synonym	|	core eudicots (synonym for Gunneridae)	|	ncbi:91827	|	
core eudicotyledons	|	853757	|	synonym	|	core eudicotyledons (synonym for Gunneridae)	|	ncbi:91827	|	
Streptophytina	|	916750	|	proparte synonym	|	Streptophytina (synonym for Streptophyta)	|		|	
biota	|	93302	|	synonym	|	biota (synonym for cellular organisms)	|	ncbi:131567	|	
Foraminiferida	|	936399	|	synonym	|	Foraminiferida (synonym for Foraminifera)	|	ncbi:29178,worms:1410	|	
Rotalites	|	936399	|	proparte synonym	|	Rotalites (synonym for Foraminifera)	|	gbif:8376456	|	
Angiospermae	|	99252	|	synonym	|	Angiospermae (synonym for Magnoliophyta)	|	ncbi:3398	|	
Archaebacteria	|	996421	|	synonym	|	Archaebacteria (synonym for Archaea (domain silva:D37982/#1))	|	ncbi:2157	|	
Mendosicutes	|	996421	|	synonym	|	Mendosicutes (synonym for Archaea (domain silva:D37982/#1))	|	ncbi:2157	|	
Metabacteria	|	996421	|	synonym	|	Metabacteria (synonym for Archaea (domain silva:D37982/#1))	|	ncbi:2157	|	
